,page,country,rev_id,prediction,FIPS,Type,TimeFrame,Data (M),Population,_merge
36217,Clarence S. Ridley,Panama,805716845.0,Stub,PA,Country,2019.0,4.283,4283000.0,both
36218,Francis K. Newcomer,Panama,805717180.0,Start,PA,Country,2019.0,4.283,4283000.0,both
36219,List of heads of state of Panama,Panama,806189786.0,C,PA,Country,2019.0,4.283,4283000.0,both
36220,Manuel Amador Guerrero,Panama,806778140.0,Start,PA,Country,2019.0,4.283,4283000.0,both
36221,Guillermo Endara,Panama,806977245.0,GA,PA,Country,2019.0,4.283,4283000.0,both
36222,Guillermo Ford,Panama,806977351.0,Start,PA,Country,2019.0,4.283,4283000.0,both
36223,Ricardo Martinelli,Panama,807092848.0,C,PA,Country,2019.0,4.283,4283000.0,both
36224,Manuel Noriega,Panama,807397954.0,FA,PA,Country,2019.0,4.283,4283000.0,both
36225,Juan Carlos Varela,Panama,807419579.0,C,PA,Country,2019.0,4.283,4283000.0,both
36226,Claude Pivi,Guinea,680174895.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36227,Kerfalla Yansané,Guinea,692173141.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36228,Barry Diawadou,Guinea,702484294.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36229,Lamine Sidimé,Guinea,702973103.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36230,Édouard Benjamin,Guinea,708254554.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36231,Ibrahima Kassory Fofana,Guinea,710318231.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36232,Fodé Soumah,Guinea,710356526.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36233,Kabèlè Abdoul Camara,Guinea,713083515.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36234,Sékou Kouréissy Condé,Guinea,713320306.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36235,Fodé Bangoura,Guinea,715120193.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36236,Mory Sinkoun Kaba,Guinea,715505780.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36237,Sekou Benna Camara,Guinea,717743557.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36238,K. Guilavogui,Guinea,719060941.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36239,Mamba Sano,Guinea,720032027.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36240,Remy Lamah,Guinea,724923436.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36241,Charles Fassou Sagno,Guinea,737072587.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36242,Elhadj Oumar Traoré,Guinea,738985325.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36243,Mahmoud Bah,Guinea,746671177.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36244,Thierno Aliou,Guinea,746737863.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36245,Mohamed Mancona Kouyaté,Guinea,747059195.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36246,Siradiou Diallo,Guinea,747234411.0,C,GN,Country,2019.0,12.56,12560000.0,both
36247,Tibou Kamara,Guinea,747934991.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36248,Faraban Camara,Guinea,748054375.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36249,Ibrahima Sory Barry,Guinea,748076313.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36250,Karim Bangoura,Guinea,748087522.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36251,Mamadou Boye Bah,Guinea,748104114.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36252,Diarra Traoré,Guinea,755275177.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36253,Saliou Coumbassa,Guinea,768279651.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36254,Jeanne Martin Cissé,Guinea,774283335.0,C,GN,Country,2019.0,12.56,12560000.0,both
36255,El Hadj Ismael Mohamed Gassim Gushein,Guinea,775402682.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36256,Kabiné Komara,Guinea,778097689.0,B,GN,Country,2019.0,12.56,12560000.0,both
36257,Malado Kaba,Guinea,780641780.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36258,Ousmane Baldé,Guinea,785536597.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36259,Arafan Camara,Guinea,787280546.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36260,Aboubacar Somparé,Guinea,787437425.0,C,GN,Country,2019.0,12.56,12560000.0,both
36261,Dinah Salifou,Guinea,787929154.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36262,Bakary Fofana (politician),Guinea,787972792.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36263,François Lonseny Fall,Guinea,787991217.0,C,GN,Country,2019.0,12.56,12560000.0,both
36264,Lansana Kouyaté,Guinea,788009600.0,C,GN,Country,2019.0,12.56,12560000.0,both
36265,Mamady Condé,Guinea,788015109.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36266,Sidya Touré,Guinea,788539447.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36267,Mamady Youla,Guinea,788659269.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36268,Mohamed Said Fofana,Guinea,788663046.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36269,Yacine Diallo,Guinea,788825714.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36270,Saifoulaye Diallo,Guinea,788825825.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36271,Fode Mamadou Toure,Guinea,788828612.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36272,Diawadou Barry,Guinea,788828718.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36273,Albert Liurette,Guinea,788830142.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36274,Titi Camara,Guinea,789015812.0,C,GN,Country,2019.0,12.56,12560000.0,both
36275,Moussa Dadis Camara,Guinea,794504534.0,C,GN,Country,2019.0,12.56,12560000.0,both
36276,Achkar Marof,Guinea,795462173.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36277,List of Presidents of Guinea,Guinea,795573175.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36278,Barry III,Guinea,795674779.0,C,GN,Country,2019.0,12.56,12560000.0,both
36279,Louis Lansana Beavogui,Guinea,797306053.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36280,Abdoulaye Touré,Guinea,797488593.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36281,Abdourahamane Diallo,Guinea,797488603.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36282,Alassane Diop,Guinea,797489642.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36283,Alioune Dramé,Guinea,797490142.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36284,Alpha Oumar Barry,Guinea,797490351.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36285,Balla Camara,Guinea,797493869.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36286,Bengaly Camara,Guinea,797494869.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36287,Damantang Camara,Guinea,797505363.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36288,Lansana Conté,Guinea,797591254.0,GA,GN,Country,2019.0,12.56,12560000.0,both
36289,Sékouba Konaté,Guinea,797596949.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36290,Fode Cisse,Guinea,797662899.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36291,Boubacar Yacine Diallo,Guinea,797679631.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36292,List of Prime Ministers of Guinea,Guinea,797753947.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36293,Jean-Marie Doré,Guinea,798070055.0,GA,GN,Country,2019.0,12.56,12560000.0,both
36294,Ismaël Touré,Guinea,798333674.0,C,GN,Country,2019.0,12.56,12560000.0,both
36295,Lansana Diané,Guinea,798589963.0,C,GN,Country,2019.0,12.56,12560000.0,both
36296,Mamadi Keïta,Guinea,798875405.0,C,GN,Country,2019.0,12.56,12560000.0,both
36297,Moussa Diakité,Guinea,799043294.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36298,N'Famara Keïta,Guinea,799064569.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36299,Najib Roger Accar,Guinea,799074171.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36300,Cellou Dalein Diallo,Guinea,799759307.0,C,GN,Country,2019.0,12.56,12560000.0,both
36301,Siaka Touré,Guinea,800158201.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36302,M'Balia Camara,Guinea,800312223.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36303,Alpha Condé,Guinea,800487611.0,C,GN,Country,2019.0,12.56,12560000.0,both
36304,Hadja Maffire Bangura,Guinea,801331124.0,Stub,GN,Country,2019.0,12.56,12560000.0,both
36305,Fodéba Keïta,Guinea,801905609.0,C,GN,Country,2019.0,12.56,12560000.0,both
36306,Eugène Camara,Guinea,802182199.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36307,Aïssatou Boiro,Guinea,803249369.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36308,Makalé Camara,Guinea,804194605.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36309,Ahmed Tidiane Souaré,Guinea,804918499.0,GA,GN,Country,2019.0,12.56,12560000.0,both
36310,Ahmed Sékou Touré,Guinea,805593607.0,C,GN,Country,2019.0,12.56,12560000.0,both
36311,Loffo Camara,Guinea,806111869.0,Start,GN,Country,2019.0,12.56,12560000.0,both
36312,Diallo Telli,Guinea,806422119.0,C,GN,Country,2019.0,12.56,12560000.0,both
36356,Michael Konelios,Marshall Islands,680614363.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36357,Remios Hermios,Marshall Islands,706592529.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36358,Posesi Bloomfield,Marshall Islands,716621686.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36359,Phillip H. Muller,Marshall Islands,717035773.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36360,Kataejar Jibas,Marshall Islands,717631269.0,Start,MH,Country,2019.0,0.057,57000.0,both
36361,Kunio Lemari,Marshall Islands,740523077.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36362,Alvin Jacklick,Marshall Islands,744736389.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36363,Hiroshi V. Yamamura,Marshall Islands,745618670.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36364,Rien Morris,Marshall Islands,745788689.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36365,Atlan Anien,Marshall Islands,752008654.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36366,Thomas Heine,Marshall Islands,756764144.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36367,Atama Zedkaia,Marshall Islands,757106626.0,Start,MH,Country,2019.0,0.057,57000.0,both
36368,Wayne L. Kidwell,Marshall Islands,764967968.0,C,MH,Country,2019.0,0.057,57000.0,both
36369,Kessai Note,Marshall Islands,767156021.0,Start,MH,Country,2019.0,0.057,57000.0,both
36370,Jeton Anjain,Marshall Islands,776613791.0,Start,MH,Country,2019.0,0.057,57000.0,both
36371,Jurelang Zedkaia,Marshall Islands,777856006.0,C,MH,Country,2019.0,0.057,57000.0,both
36372,Casten Nemra,Marshall Islands,785765823.0,Start,MH,Country,2019.0,0.057,57000.0,both
36373,Amata Kabua,Marshall Islands,786173798.0,C,MH,Country,2019.0,0.057,57000.0,both
36374,Kabua the Great,Marshall Islands,787454161.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36375,Hilda Heine,Marshall Islands,787815985.0,C,MH,Country,2019.0,0.057,57000.0,both
36376,Litokwa Tomeing,Marshall Islands,788013617.0,C,MH,Country,2019.0,0.057,57000.0,both
36377,Iroijlaplap,Marshall Islands,789390375.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36378,James Matayoshi,Marshall Islands,792598129.0,Start,MH,Country,2019.0,0.057,57000.0,both
36379,Dennis Momotaro,Marshall Islands,792599532.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36380,Imata Kabua,Marshall Islands,793667330.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36381,Wilbur Heine,Marshall Islands,794611072.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36382,Christopher Loeak,Marshall Islands,794611240.0,C,MH,Country,2019.0,0.057,57000.0,both
36383,Gerald Zackios,Marshall Islands,794611293.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36384,Ruben Zackhras,Marshall Islands,796723126.0,Start,MH,Country,2019.0,0.057,57000.0,both
36385,Anjua Loeak,Marshall Islands,797879430.0,Start,MH,Country,2019.0,0.057,57000.0,both
36386,Kenneth Kedi,Marshall Islands,798520119.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36387,Mattlan Zackhras,Marshall Islands,799374355.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36388,Minister in Assistance to the President of Marshall Islands,Marshall Islands,801754175.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36389,David Kabua,Marshall Islands,802628095.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36390,Lijon Eknilang,Marshall Islands,803564120.0,Start,MH,Country,2019.0,0.057,57000.0,both
36391,List of Presidents of the Marshall Islands,Marshall Islands,806625282.0,Stub,MH,Country,2019.0,0.057,57000.0,both
36392,Tony deBrum,Marshall Islands,807184661.0,Start,MH,Country,2019.0,0.057,57000.0,both
36393,Book:Australian Prime Ministers,Australia,680981536.0,no_pred,AU,Country,2019.0,25.754,25754000.0,both
36394,Geoff Muntz,Australia,684542057.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36395,Peter Arnold (politician),Australia,698345894.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36396,Don Ferguson (South Australian politician),Australia,699385095.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36397,Keith Plunkett,Australia,699387282.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36398,Kym Mayes,Australia,699387500.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36399,Max Brown (politician),Australia,699387764.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36400,Ivon Wardle,Australia,700061282.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36401,Sydney Innes-Noad,Australia,700355020.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36402,Joseph Beeston,Australia,700355034.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36403,John Hall (New South Wales politician),Australia,700355073.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36404,Alfred Edwin Winter,Australia,701742218.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36405,Joan Coxsedge,Australia,705111781.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36406,Kathryn Hay,Australia,707095221.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36407,Terry Smith (politician),Australia,707226810.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36408,Nino Randazzo,Australia,707411561.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36409,Robert Scobie (Australian politician born 1848),Australia,707680353.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36410,Yvonne Chapman,Australia,708151196.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36411,Prue Sibree,Australia,708174033.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36412,William Edward Murphy,Australia,708478129.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36413,John Watson (Queensland politician),Australia,710759572.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36414,David Dalrymple (Australian politician),Australia,711152854.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36415,Denise McGill,Australia,711881852.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36416,Kevin Reynolds (unionist),Australia,712065855.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36417,Patrick Taylor (politician),Australia,712381283.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36418,Francis Benjamin Kates,Australia,715357666.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36419,Marie Bignold,Australia,715986139.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36420,Di Hollister,Australia,716154200.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36421,Vicky Kippin,Australia,716356017.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36422,James Johnston (Queensland politician),Australia,718570422.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36423,Roberta McRae,Australia,718629453.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36424,Norm Jensen,Australia,718634146.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36425,Frederick ffoulkes Swanwick,Australia,718836161.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36426,Russell Anderson (politician),Australia,718862093.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36427,Mary Willey,Australia,718862113.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36428,Barry Coulter,Australia,719026007.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36429,Max Ortmann,Australia,719026283.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36430,Enzo Floreani,Australia,719026372.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36431,Col Firmin,Australia,719026508.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36432,Eric Manuell,Australia,719026966.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36433,Dave Pollock,Australia,719026978.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36434,Roger Ryan (politician),Australia,719027020.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36435,Wellington Lee,Australia,720612385.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36436,William Fullerton (politician),Australia,720635203.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36437,Percy Best,Australia,720635361.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36438,John Ockerby,Australia,720659072.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36439,Henry Morton (politician),Australia,720659525.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36440,Sydney Kearney,Australia,720659663.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36441,William Ashford (Australian politician),Australia,720659771.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36442,George Pullen,Australia,720663670.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36443,Richard Rees (politician),Australia,720664135.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36444,George Jenkins (Australian politician),Australia,720683252.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36445,Walter Hamilton (politician),Australia,720683310.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36446,William Kellett,Australia,720686273.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36447,Joe Millican,Australia,720686290.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36448,Alexander Ramsay (Australian politician),Australia,720686358.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36449,Thomas Hunt (politician),Australia,720686374.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36450,James Carroll (Australian politician),Australia,720686405.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36451,Samuel Lees,Australia,720686454.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36452,Robert Pyers,Australia,720686469.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36453,John Hawthorne (politician),Australia,720686537.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36454,Thomas McInerney (politician),Australia,720686775.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36455,Robert Barbour (Victorian politician),Australia,720686788.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36456,Henry Roberts Williams,Australia,720687477.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36457,Henry Williams (Victorian politician),Australia,720687522.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36458,John Gray (Victorian politician),Australia,720687636.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36459,James Gaffney (politician),Australia,720687807.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36460,John Bartholomew (Australian politician),Australia,720687850.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36461,James Ashton (politician),Australia,720690275.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36462,William Wood (Australian politician),Australia,720690369.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36463,William Patrick Manning,Australia,720691128.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36464,William Shipway,Australia,720691333.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36465,William Villiers Brown,Australia,720694686.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36466,Edmund Plant,Australia,720694747.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36467,Jonathan Best,Australia,720694772.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36468,Henry Murray (Australian politician),Australia,720694853.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36469,Don Urquhart,Australia,720695017.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36470,Joseph Woollnough,Australia,720695127.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36471,Richard Baker (Victorian politician),Australia,720695609.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36472,James Purves (politician),Australia,720695695.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36473,Patrick O'Connor (Australian politician),Australia,720696345.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36474,Alfred Downward,Australia,720696491.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36475,James Rose (Australian politician),Australia,720696584.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36476,Henry Joseph Weld-Blundell,Australia,720861419.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36477,Kay Hallahan,Australia,721489411.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36478,Peter Murdoch,Australia,721711957.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36479,Alfred Pollack,Australia,721840922.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36480,Justine Caines,Australia,723093248.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36481,Herbert John Locke,Australia,723097428.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36482,Claude James,Australia,723424142.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36483,Robert Sadler,Australia,723424216.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36484,Howard Barber,Australia,723424253.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36485,George Shields,Australia,723424300.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36486,Robert Murphy (Australian politician),Australia,723424385.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36487,Henry Thomson (Australian politician),Australia,723424414.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36488,Thomas Rose (politician),Australia,723510374.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36489,Robert Davidson (Australian politician),Australia,723510863.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36490,Ron Brown (Australian politician),Australia,723705764.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36491,John Soundy,Australia,723709252.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36492,John Hope (Australian politician),Australia,723720938.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36493,Frank Bond (politician),Australia,723720972.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36494,Gamaliel Butler,Australia,723721162.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36495,Vincent Shoobridge,Australia,723725574.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36496,Ernest Turner (politician),Australia,723725594.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36497,Alfred Burbury,Australia,723725628.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36498,Thomas Butler (Australian politician),Australia,723725650.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36499,Edward Hobbs,Australia,723725667.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36500,Ernest Blyth,Australia,723733050.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36501,Richard Field (politician),Australia,723733071.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36502,Charles Hoggins,Australia,723733139.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36503,William Burgess (politician),Australia,723733168.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36504,Francis Valentine,Australia,723733209.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36505,Frederick Rattle,Australia,723733229.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36506,Edward Crowther (politician),Australia,723733320.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36507,Arthur Cotton (politician),Australia,723733447.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36508,Frederick Burbury,Australia,723733468.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36509,Daniel Ryan (Tasmanian politician),Australia,723733538.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36510,Thomas Hodgman,Australia,723733575.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36511,George Leatham,Australia,723786703.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36512,Charles Stewart (Australian politician),Australia,723786720.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36513,William Bennett (Australian politician),Australia,723786775.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36514,Thomas Taylor (Australian politician),Australia,723965820.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36515,Stretch Kontelj,Australia,723986765.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36516,John Miller (New South Wales politician),Australia,724818337.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36517,Colin McKee (politician),Australia,724898277.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36518,Kevin Hamilton (politician),Australia,724898287.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36519,John McNeill (New South Wales politician),Australia,724899193.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36520,Cec Creedon,Australia,725102341.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36521,Berthold Teusner,Australia,725619538.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36522,John Thomson (Western Australian politician),Australia,726857496.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36523,James John Cadell,Australia,727988401.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36524,Eben Allen,Australia,728300146.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36525,Frank Farnell,Australia,729712348.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36526,George Laffer,Australia,729712525.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36527,David Scott (Australian politician),Australia,729720541.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36528,William Paul (Australian politician),Australia,731418975.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36529,William Higson,Australia,731656768.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36530,Robert Lord (Australian politician),Australia,731656969.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36531,Bill Prest,Australia,732060556.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36532,Tom Harris (Australian politician),Australia,732063939.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36533,Noel Padgham-Purich,Australia,732089980.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36534,Ray Hanrahan,Australia,732533634.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36535,John Joseph Power,Australia,735206432.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
